iterations,cuts,model,model_base,discretization_type,dataset,accuracy,std,accuracy_pct,best_in_group,samples,features,classes,improvement_vs_base,best_base_model,best_base_accuracy
10it,up,TAN,TAN,base,wine,0.968248,0.025394,96.82,false,178,13,3,,,
10it,up,TAN-pkisqrt,TAN,pki,adult,0.816815,0.002658,81.68,false,45222,14,2,,,
10it,up,TAN-pkisqrt,TAN,pki,balance-scale,0.846901,0.023406,84.69,false,625,4,3,,,
10it,up,TAN-pkisqrt,TAN,pki,breast-w,0.962416,0.01788,96.24,false,683,9,2,,,
10it,up,TAN-pkisqrt,TAN,pki,diabetes,0.700059,0.033222,70.01,false,768,8,2,,,
10it,up,TAN-pkisqrt,TAN,pki,ecoli,0.742046,0.047779,74.2,false,336,7,8,,,
10it,up,TAN-pkisqrt,TAN,pki,glass,0.713462,0.050417,71.35,false,214,9,6,,,
10it,up,TAN-pkisqrt,TAN,pki,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
10it,up,TAN-pkisqrt,TAN,pki,heart-statlog,0.774074,0.050083,77.41,false,270,13,2,,,
10it,up,TAN-pkisqrt,TAN,pki,ionosphere,0.916499,0.028604,91.65,false,351,34,2,,,
10it,up,TAN-pkisqrt,TAN,pki,iris,0.937778,0.030516,93.78,false,150,4,3,,,
10it,up,TAN-pkisqrt,TAN,pki,kdd_JapaneseVowels,0.528429,0.010006,52.84,false,9961,14,9,,,
10it,up,TAN-pkisqrt,TAN,pki,letter,0.861867,0.005186,86.19,false,20000,16,26,,,
10it,up,TAN-pkisqrt,TAN,pki,liver-disorders,0.599034,0.061893,59.9,false,345,6,2,,,
10it,up,TAN-pkisqrt,TAN,pki,mfeat-factors,0.927333,0.009886,92.73,false,2000,216,10,,,
10it,up,TAN-pkisqrt,TAN,pki,mfeat-fourier,0.494167,0.025261,49.42,false,2000,76,10,,,
10it,up,TAN-pkisqrt,TAN,pki,mfeat-karhunen,0.475,0.024257,47.5,false,2000,64,10,,,
10it,up,TAN-pkisqrt,TAN,pki,mfeat-morphological,0.675333,0.020153,67.53,false,2000,6,10,,,
10it,up,TAN-pkisqrt,TAN,pki,mfeat-zernike,0.5245,0.01969,52.45,false,2000,47,10,,,
10it,up,TAN-pkisqrt,TAN,pki,optdigits,0.941163,0.005824,94.12,false,5620,64,10,,,
10it,up,TAN-pkisqrt,TAN,pki,page-blocks,0.952737,0.004338,95.27,false,5473,10,5,,,
10it,up,TAN-pkisqrt,TAN,pki,pendigits,0.860353,0.00635,86.04,false,10992,16,10,,,
10it,up,TAN-pkisqrt,TAN,pki,segment,0.889755,0.014181,88.98,false,2310,19,7,,,
10it,up,TAN-pkisqrt,TAN,pki,sonar,0.76303,0.041897,76.3,false,208,60,2,,,
10it,up,TAN-pkisqrt,TAN,pki,spambase,0.887635,0.009728,88.76,false,4601,57,2,,,
10it,up,TAN-pkisqrt,TAN,pki,vehicle,0.669036,0.030848,66.9,false,846,18,4,,,
10it,up,TAN-pkisqrt,TAN,pki,waveform-5000,0.575531,0.019743,57.55,false,5000,40,3,,,
10it,up,TAN-pkisqrt,TAN,pki,wine,0.86885,0.055979,86.88,false,178,13,3,,,
10it,up,KDB-pkisqrt,KDB,pki,adult,0.846277,0.003177,84.63,false,45222,14,2,,,
10it,up,KDB-pkisqrt,KDB,pki,balance-scale,0.824432,0.035449,82.44,false,625,4,3,,,
10it,up,KDB-pkisqrt,KDB,pki,breast-w,0.949721,0.019132,94.97,false,683,9,2,,,
10it,up,KDB-pkisqrt,KDB,pki,diabetes,0.717831,0.029331,71.78,false,768,8,2,,,
10it,up,KDB-pkisqrt,KDB,pki,ecoli,0.680667,0.031043,68.07,false,336,7,8,,,
10it,up,KDB-pkisqrt,KDB,pki,glass,0.644975,0.054328,64.5,false,214,9,6,,,
10it,up,KDB-pkisqrt,KDB,pki,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
10it,up,KDB-pkisqrt,KDB,pki,heart-statlog,0.767901,0.06448,76.79,false,270,13,2,,,
10it,up,KDB-pkisqrt,KDB,pki,ionosphere,0.910785,0.034013,91.08,false,351,34,2,,,
10it,up,KDB-pkisqrt,KDB,pki,iris,0.913333,0.05164,91.33,false,150,4,3,,,
10it,up,KDB-pkisqrt,KDB,pki,kdd_JapaneseVowels,0.403874,0.015313,40.39,false,9961,14,9,,,
10it,up,KDB-pkisqrt,KDB,pki,letter,0.879716,0.004342,87.97,false,20000,16,26,,,
10it,up,KDB-pkisqrt,KDB,pki,liver-disorders,0.56715,0.056891,56.71,false,345,6,2,,,
10it,up,KDB-pkisqrt,KDB,pki,mfeat-factors,0.912667,0.011782,91.27,false,2000,216,10,,,
10it,up,KDB-pkisqrt,KDB,pki,mfeat-fourier,0.493,0.018808,49.3,false,2000,76,10,,,
10it,up,KDB-pkisqrt,KDB,pki,mfeat-karhunen,0.4715,0.023713,47.15,false,2000,64,10,,,
10it,up,KDB-pkisqrt,KDB,pki,mfeat-morphological,0.664333,0.01673,66.43,false,2000,6,10,,,
10it,up,KDB-pkisqrt,KDB,pki,mfeat-zernike,0.475333,0.021063,47.53,false,2000,47,10,,,
10it,up,KDB-pkisqrt,KDB,pki,optdigits,0.920162,0.01055,92.02,false,5620,64,10,,,
10it,up,KDB-pkisqrt,KDB,pki,page-blocks,0.955844,0.004509,95.58,false,5473,10,5,,,
10it,up,KDB-pkisqrt,KDB,pki,pendigits,0.752638,0.006941,75.26,false,10992,16,10,,,
10it,up,KDB-pkisqrt,KDB,pki,segment,0.870707,0.011171,87.07,false,2310,19,7,,,
10it,up,KDB-pkisqrt,KDB,pki,sonar,0.74069,0.072091,74.07,false,208,60,2,,,
10it,up,KDB-pkisqrt,KDB,pki,spambase,0.845831,0.008034,84.58,false,4601,57,2,,,
10it,up,KDB-pkisqrt,KDB,pki,vehicle,0.61388,0.030717,61.39,false,846,18,4,,,
10it,up,KDB-pkisqrt,KDB,pki,waveform-5000,0.549868,0.015042,54.99,false,5000,40,3,,,
10it,up,KDB-pkisqrt,KDB,pki,wine,0.850073,0.069292,85.01,false,178,13,3,,,
10it,up,AODE-pkilog,AODE,pki,adult,0.850058,0.003241,85.01,false,45222,14,2,,,
10it,up,AODE-pkilog,AODE,pki,balance-scale,0.861323,0.013142,86.13,false,625,4,3,,,
10it,up,AODE-pkilog,AODE,pki,breast-w,0.955088,0.017241,95.51,false,683,9,2,,,
10it,up,AODE-pkilog,AODE,pki,diabetes,0.745231,0.026295,74.52,false,768,8,2,,,
10it,up,AODE-pkilog,AODE,pki,ecoli,0.805655,0.021527,80.57,false,336,7,8,,,
10it,up,AODE-pkilog,AODE,pki,glass,0.722477,0.068078,72.25,false,214,9,6,,,
10it,up,AODE-pkilog,AODE,pki,hayes-roth,0.766345,0.050029,76.63,false,160,4,3,,,
10it,up,AODE-pkilog,AODE,pki,heart-statlog,0.832099,0.054427,83.21,false,270,13,2,,,
10it,up,AODE-pkilog,AODE,pki,ionosphere,0.917357,0.031495,91.74,false,351,34,2,,,
10it,up,AODE-pkilog,AODE,pki,iris,0.946667,0.056061,94.67,false,150,4,3,,,
10it,up,AODE-pkilog,AODE,pki,kdd_JapaneseVowels,0.92223,0.006822,92.22,false,9961,14,9,,,
10it,up,AODE-pkilog,AODE,pki,letter,0.8639,0.002521,86.39,false,20000,16,26,,,
10it,up,AODE-pkilog,AODE,pki,liver-disorders,0.671498,0.04087,67.15,false,345,6,2,,,
10it,up,AODE-pkilog,AODE,pki,mfeat-factors,0.955667,0.009931,95.57,false,2000,216,10,,,
10it,up,AODE-pkilog,AODE,pki,mfeat-fourier,0.774167,0.02063,77.42,false,2000,76,10,,,
10it,up,AODE-pkilog,AODE,pki,mfeat-karhunen,0.930333,0.011373,93.03,false,2000,64,10,,,
10it,up,AODE-pkilog,AODE,pki,mfeat-morphological,0.689,0.014073,68.9,false,2000,6,10,,,
10it,up,AODE-pkilog,AODE,pki,mfeat-zernike,0.730333,0.011835,73.03,false,2000,47,10,,,
10it,up,AODE-pkilog,AODE,pki,optdigits,0.928882,0.007685,92.89,false,5620,64,10,,,
10it,up,AODE-pkilog,AODE,pki,page-blocks,0.949267,0.005604,94.93,false,5473,10,5,,,
10it,up,AODE-pkilog,AODE,pki,pendigits,0.968311,0.004672,96.83,false,10992,16,10,,,
10it,up,AODE-pkilog,AODE,pki,segment,0.950505,0.008806,95.05,false,2310,19,7,,,
10it,up,AODE-pkilog,AODE,pki,sonar,0.817585,0.049795,81.76,false,208,60,2,,,
10it,up,AODE-pkilog,AODE,pki,spambase,0.889371,0.010715,88.94,false,4601,57,2,,,
10it,up,AODE-pkilog,AODE,pki,vehicle,0.710026,0.022047,71,false,846,18,4,,,
10it,up,AODE-pkilog,AODE,pki,waveform-5000,0.817203,0.011182,81.72,false,5000,40,3,,,
10it,up,AODE-pkilog,AODE,pki,wine,0.968357,0.033155,96.84,false,178,13,3,,,
100it,3p,AODE-bin3q,AODE,equal_freq,adult,0.846292,0.002939,84.63,false,45222,14,2,,,
100it,3p,AODE-bin3q,AODE,equal_freq,balance-scale,0.818638,0.018091,81.86,false,625,4,3,,,
100it,3p,AODE-bin3q,AODE,equal_freq,breast-w,0.945828,0.015834,94.58,false,683,9,2,,,
100it,3p,AODE-bin3q,AODE,equal_freq,diabetes,0.747845,0.024723,74.78,false,768,8,2,,,
100it,3p,AODE-bin3q,AODE,equal_freq,ecoli,0.803866,0.03575,80.39,false,336,7,8,,,
100it,3p,AODE-bin3q,AODE,equal_freq,glass,0.68231,0.053465,68.23,false,214,9,6,,,
100it,3p,AODE-bin3q,AODE,equal_freq,hayes-roth,0.766345,0.050029,76.63,true,160,4,3,,,
100it,3p,AODE-bin3q,AODE,equal_freq,heart-statlog,0.838272,0.06694,83.83,false,270,13,2,,,
100it,3p,AODE-bin3q,AODE,equal_freq,ionosphere,0.921127,0.02807,92.11,false,351,34,2,,,
100it,3p,AODE-bin3q,AODE,equal_freq,iris,0.926667,0.052251,92.67,false,150,4,3,,,
100it,3p,AODE-bin3q,AODE,equal_freq,kdd_JapaneseVowels,0.858046,0.009145,85.8,true,9961,14,9,,,
100it,3p,AODE-bin3q,AODE,equal_freq,letter,0.692766,0.005974,69.28,true,20000,16,26,,,
100it,3p,AODE-bin3q,AODE,equal_freq,liver-disorders,0.683092,0.057677,68.31,true,345,6,2,,,
100it,3p,AODE-bin3q,AODE,equal_freq,mfeat-factors,0.938833,0.010933,93.88,true,2000,216,10,,,
100it,3p,AODE-bin3q,AODE,equal_freq,mfeat-fourier,0.7675,0.019933,76.75,false,2000,76,10,,,
100it,3p,AODE-bin3q,AODE,equal_freq,mfeat-karhunen,0.922167,0.018633,92.22,false,2000,64,10,,,
100it,3p,AODE-bin3q,AODE,equal_freq,mfeat-morphological,0.648667,0.015115,64.87,true,2000,6,10,,,
100it,3p,AODE-bin3q,AODE,equal_freq,mfeat-zernike,0.714167,0.011977,71.42,false,2000,47,10,,,
100it,3p,AODE-bin3q,AODE,equal_freq,optdigits,0.913699,0.007366,91.37,false,5620,64,10,,,
100it,3p,AODE-bin3q,AODE,equal_freq,page-blocks,0.936047,0.007251,93.6,false,5473,10,5,,,
100it,3p,AODE-bin3q,AODE,equal_freq,pendigits,0.920003,0.005299,92,true,10992,16,10,,,
100it,3p,AODE-bin3q,AODE,equal_freq,segment,0.894084,0.012973,89.41,true,2310,19,7,,,
100it,3p,AODE-bin3q,AODE,equal_freq,sonar,0.814144,0.052908,81.41,true,208,60,2,,,
100it,3p,AODE-bin3q,AODE,equal_freq,spambase,0.828733,0.010157,82.87,false,4601,57,2,,,
100it,3p,AODE-bin3q,AODE,equal_freq,vehicle,0.680509,0.029629,68.05,true,846,18,4,,,
100it,3p,AODE-bin3q,AODE,equal_freq,waveform-5000,0.804668,0.01168,80.47,false,5000,40,3,,,
100it,3p,AODE-bin3q,AODE,equal_freq,wine,0.962528,0.025361,96.25,false,178,13,3,,,
100it,3p,KDB-mdlp3,KDB,mdlp,adult,0.849609,0.003028,84.96,false,45222,14,2,,,
100it,3p,KDB-mdlp3,KDB,mdlp,balance-scale,0.819636,0.024742,81.96,false,625,4,3,,,
100it,3p,KDB-mdlp3,KDB,mdlp,breast-w,0.965343,0.015745,96.53,true,683,9,2,,,
100it,3p,KDB-mdlp3,KDB,mdlp,diabetes,0.754328,0.022182,75.43,false,768,8,2,,,
100it,3p,KDB-mdlp3,KDB,mdlp,ecoli,0.812404,0.039085,81.24,true,336,7,8,,,
100it,3p,KDB-mdlp3,KDB,mdlp,glass,0.685518,0.047046,68.55,false,214,9,6,,,
100it,3p,KDB-mdlp3,KDB,mdlp,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
100it,3p,KDB-mdlp3,KDB,mdlp,heart-statlog,0.806173,0.052316,80.62,false,270,13,2,,,
100it,3p,KDB-mdlp3,KDB,mdlp,ionosphere,0.921154,0.034905,92.12,false,351,34,2,,,
100it,3p,KDB-mdlp3,KDB,mdlp,iris,0.935556,0.056997,93.56,false,150,4,3,,,
100it,3p,KDB-mdlp3,KDB,mdlp,kdd_JapaneseVowels,0.678882,0.021811,67.89,false,9961,14,9,,,
100it,3p,KDB-mdlp3,KDB,mdlp,letter,0.415682,0.01008,41.57,false,20000,16,26,,,
100it,3p,KDB-mdlp3,KDB,mdlp,liver-disorders,0.595169,0.032622,59.52,false,345,6,2,,,
100it,3p,KDB-mdlp3,KDB,mdlp,mfeat-factors,0.952,0.01036,95.2,false,2000,216,10,,,
100it,3p,KDB-mdlp3,KDB,mdlp,mfeat-fourier,0.783333,0.022434,78.33,false,2000,76,10,,,
100it,3p,KDB-mdlp3,KDB,mdlp,mfeat-karhunen,0.916667,0.013251,91.67,false,2000,64,10,,,
100it,3p,KDB-mdlp3,KDB,mdlp,mfeat-morphological,0.576333,0.040254,57.63,false,2000,6,10,,,
100it,3p,KDB-mdlp3,KDB,mdlp,mfeat-zernike,0.746167,0.021853,74.62,false,2000,47,10,,,
100it,3p,KDB-mdlp3,KDB,mdlp,optdigits,0.923362,0.010244,92.34,false,5620,64,10,,,
100it,3p,KDB-mdlp3,KDB,mdlp,page-blocks,0.960776,0.005556,96.08,true,5473,10,5,,,
100it,3p,KDB-mdlp3,KDB,mdlp,pendigits,0.789481,0.023218,78.95,false,10992,16,10,,,
100it,3p,KDB-mdlp3,KDB,mdlp,segment,0.776768,0.021736,77.68,false,2310,19,7,,,
100it,3p,KDB-mdlp3,KDB,mdlp,sonar,0.758456,0.081055,75.85,false,208,60,2,,,
100it,3p,KDB-mdlp3,KDB,mdlp,spambase,0.932333,0.006552,93.23,true,4601,57,2,,,
100it,3p,KDB-mdlp3,KDB,mdlp,vehicle,0.663522,0.027592,66.35,false,846,18,4,,,
100it,3p,KDB-mdlp3,KDB,mdlp,waveform-5000,0.810066,0.01463,81.01,false,5000,40,3,,,
100it,3p,KDB-mdlp3,KDB,mdlp,wine,0.975714,0.033103,97.57,true,178,13,3,,,
100it,3p,AODE-mdlp3,AODE,mdlp,adult,0.847722,0.003,84.77,false,45222,14,2,,,
100it,3p,AODE-mdlp3,AODE,mdlp,balance-scale,0.866119,0.02137,86.61,true,625,4,3,,,
100it,3p,AODE-mdlp3,AODE,mdlp,breast-w,0.973647,0.015814,97.36,false,683,9,2,,,
100it,3p,AODE-mdlp3,AODE,mdlp,diabetes,0.75128,0.021449,75.13,true,768,8,2,,,
100it,3p,AODE-mdlp3,AODE,mdlp,ecoli,0.829223,0.038848,82.92,true,336,7,8,,,
100it,3p,AODE-mdlp3,AODE,mdlp,glass,0.708921,0.033093,70.89,true,214,9,6,,,
100it,3p,AODE-mdlp3,AODE,mdlp,hayes-roth,0.766345,0.050029,76.63,false,160,4,3,,,
100it,3p,AODE-mdlp3,AODE,mdlp,heart-statlog,0.82963,0.048594,82.96,false,270,13,2,,,
100it,3p,AODE-mdlp3,AODE,mdlp,ionosphere,0.916405,0.025744,91.64,false,351,34,2,,,
100it,3p,AODE-mdlp3,AODE,mdlp,iris,0.933333,0.061721,93.33,false,150,4,3,,,
100it,3p,AODE-mdlp3,AODE,mdlp,kdd_JapaneseVowels,0.677812,0.028287,67.78,false,9961,14,9,,,
100it,3p,AODE-mdlp3,AODE,mdlp,letter,0.380199,0.010404,38.02,false,20000,16,26,,,
100it,3p,AODE-mdlp3,AODE,mdlp,liver-disorders,0.591304,0.029089,59.13,false,345,6,2,,,
100it,3p,AODE-mdlp3,AODE,mdlp,mfeat-factors,0.910167,0.010916,91.02,false,2000,216,10,,,
100it,3p,AODE-mdlp3,AODE,mdlp,mfeat-fourier,0.763833,0.019107,76.38,false,2000,76,10,,,
100it,3p,AODE-mdlp3,AODE,mdlp,mfeat-karhunen,0.9165,0.013687,91.65,false,2000,64,10,,,
100it,3p,AODE-mdlp3,AODE,mdlp,mfeat-morphological,0.578167,0.040559,57.82,false,2000,6,10,,,
100it,3p,AODE-mdlp3,AODE,mdlp,mfeat-zernike,0.743667,0.0188,74.37,true,2000,47,10,,,
100it,3p,AODE-mdlp3,AODE,mdlp,optdigits,0.875734,0.010334,87.57,false,5620,64,10,,,
100it,3p,AODE-mdlp3,AODE,mdlp,page-blocks,0.952739,0.007386,95.27,false,5473,10,5,,,
100it,3p,AODE-mdlp3,AODE,mdlp,pendigits,0.7547,0.017013,75.47,false,10992,16,10,,,
100it,3p,AODE-mdlp3,AODE,mdlp,segment,0.741558,0.02158,74.16,false,2310,19,7,,,
100it,3p,AODE-mdlp3,AODE,mdlp,sonar,0.74719,0.062279,74.72,false,208,60,2,,,
100it,3p,AODE-mdlp3,AODE,mdlp,spambase,0.904224,0.009575,90.42,true,4601,57,2,,,
100it,3p,AODE-mdlp3,AODE,mdlp,vehicle,0.630852,0.034769,63.09,false,846,18,4,,,
100it,3p,AODE-mdlp3,AODE,mdlp,waveform-5000,0.808266,0.011676,80.83,true,5000,40,3,,,
100it,3p,AODE-mdlp3,AODE,mdlp,wine,0.986931,0.017873,98.69,true,178,13,3,,,
100it,3p,KDBLd,KDB,local,adult,0.821451,0.002717,82.15,false,45222,14,2,-3.1,KDB,0.852439
100it,3p,KDBLd,KDB,local,balance-scale,0.723667,0.056317,72.37,false,625,4,3,-9.98,KDB,0.823429
100it,3p,KDBLd,KDB,local,breast-w,0.961944,0.015397,96.19,false,683,9,2,-0.34,KDB-mdlp3,0.965343
100it,3p,KDBLd,KDB,local,diabetes,0.754763,0.028496,75.48,true,768,8,2,0.04,KDB-mdlp3,0.754328
100it,3p,KDBLd,KDB,local,ecoli,0.803647,0.045968,80.36,false,336,7,8,-0.88,KDB-mdlp3,0.812404
100it,3p,KDBLd,KDB,local,glass,0.66672,0.062667,66.67,false,214,9,6,-2.8,KDB,0.694746
100it,3p,KDBLd,KDB,local,hayes-roth,0.732739,0.085144,73.27,true,160,4,3,0.6,KDB-mdlp3,0.726757
100it,3p,KDBLd,KDB,local,heart-statlog,0.809877,0.069807,80.99,false,270,13,2,-0.37,KDB,0.81358
100it,3p,KDBLd,KDB,local,ionosphere,0.91835,0.034113,91.84,false,351,34,2,-1.14,KDB,0.929792
100it,3p,KDBLd,KDB,local,iris,0.933333,0.066667,93.33,false,150,4,3,-2.22,KDB,0.955556
100it,3p,KDBLd,KDB,local,kdd_JapaneseVowels,0.759066,0.024292,75.91,false,9961,14,9,-9.09,KDB,0.849949
100it,3p,KDBLd,KDB,local,letter,0.393432,0.011092,39.34,false,20000,16,26,-34.41,KDB,0.737582
100it,3p,KDBLd,KDB,local,liver-disorders,0.591304,0.026384,59.13,false,345,6,2,-6.57,KDB,0.657005
100it,3p,KDBLd,KDB,local,mfeat-factors,0.956333,0.010809,95.63,false,2000,216,10,-0.27,KDB,0.959
100it,3p,KDBLd,KDB,local,mfeat-fourier,0.796667,0.016137,79.67,true,2000,76,10,0.97,KDB,0.787
100it,3p,KDBLd,KDB,local,mfeat-karhunen,0.861333,0.022117,86.13,false,2000,64,10,-5.87,KDB,0.92
100it,3p,KDBLd,KDB,local,mfeat-morphological,0.640833,0.045392,64.08,false,2000,6,10,-0.98,KDB,0.650667
100it,3p,KDBLd,KDB,local,mfeat-zernike,0.742333,0.019854,74.23,false,2000,47,10,-1.58,KDB,0.758167
100it,3p,KDBLd,KDB,local,optdigits,0.949227,0.007418,94.92,false,5620,64,10,-1.53,KDB,0.964531
100it,3p,KDBLd,KDB,local,page-blocks,0.958461,0.006647,95.85,false,5473,10,5,-0.23,KDB-mdlp3,0.960776
100it,3p,KDBLd,KDB,local,pendigits,0.882036,0.012761,88.2,false,10992,16,10,-5.74,KDB,0.939441
100it,3p,KDBLd,KDB,local,segment,0.81039,0.03262,81.04,false,2310,19,7,-10.61,KDB,0.91645
100it,3p,KDBLd,KDB,local,sonar,0.689616,0.064724,68.96,false,208,60,2,-8.6,KDB,0.775581
100it,3p,KDBLd,KDB,local,spambase,0.927551,0.00779,92.76,false,4601,57,2,-0.48,KDB-mdlp3,0.932333
100it,3p,KDBLd,KDB,local,vehicle,0.65567,0.032224,65.57,false,846,18,4,-2.52,KDB,0.680861
100it,3p,KDBLd,KDB,local,waveform-5000,0.814532,0.009009,81.45,true,5000,40,3,0.45,KDB-mdlp3,0.810066
100it,3p,KDBLd,KDB,local,wine,0.975552,0.027801,97.56,false,178,13,3,-0.02,KDB-mdlp3,0.975714
100it,3p,AODELd,AODE,local,adult,0.804756,0.004703,80.48,false,45222,14,2,-4.53,AODE-bin3u,0.850095
100it,3p,AODELd,AODE,local,balance-scale,0.862992,0.025822,86.3,false,625,4,3,-0.31,AODE-mdlp3,0.866119
100it,3p,AODELd,AODE,local,breast-w,0.975104,0.01404,97.51,true,683,9,2,0.15,AODE-mdlp3,0.973647
100it,3p,AODELd,AODE,local,diabetes,0.743915,0.021062,74.39,false,768,8,2,-0.74,AODE-mdlp3,0.75128
100it,3p,AODELd,AODE,local,ecoli,0.817309,0.034052,81.73,false,336,7,8,-1.19,AODE-mdlp3,0.829223
100it,3p,AODELd,AODE,local,glass,0.701024,0.053696,70.1,false,214,9,6,-0.79,AODE-mdlp3,0.708921
100it,3p,AODELd,AODE,local,hayes-roth,0.695554,0.077305,69.56,false,160,4,3,-7.08,AODE-bin3q,0.766345
100it,3p,AODELd,AODE,local,heart-statlog,0.835802,0.047917,83.58,false,270,13,2,-0.74,AODE-bin3u,0.84321
100it,3p,AODELd,AODE,local,ionosphere,0.911657,0.031092,91.17,false,351,34,2,-0.95,AODE-bin3u,0.921207
100it,3p,AODELd,AODE,local,iris,0.937778,0.051742,93.78,false,150,4,3,-2,AODE-bin3u,0.957778
100it,3p,AODELd,AODE,local,kdd_JapaneseVowels,0.766223,0.014986,76.62,false,9961,14,9,-9.18,AODE-bin3q,0.858046
100it,3p,AODELd,AODE,local,letter,0.356416,0.008774,35.64,false,20000,16,26,-33.63,AODE-bin3q,0.692766
100it,3p,AODELd,AODE,local,liver-disorders,0.594203,0.031467,59.42,false,345,6,2,-8.89,AODE-bin3q,0.683092
100it,3p,AODELd,AODE,local,mfeat-factors,0.928667,0.008958,92.87,false,2000,216,10,-1.02,AODE-bin3q,0.938833
100it,3p,AODELd,AODE,local,mfeat-fourier,0.778167,0.012764,77.82,true,2000,76,10,1.07,AODE-bin3q,0.7675
100it,3p,AODELd,AODE,local,mfeat-karhunen,0.923333,0.013048,92.33,true,2000,64,10,0.12,AODE-bin3q,0.922167
100it,3p,AODELd,AODE,local,mfeat-morphological,0.609333,0.045143,60.93,false,2000,6,10,-3.93,AODE-bin3q,0.648667
100it,3p,AODELd,AODE,local,mfeat-zernike,0.740833,0.019993,74.08,false,2000,47,10,-0.28,AODE-mdlp3,0.743667
100it,3p,AODELd,AODE,local,optdigits,0.89015,0.006763,89.02,false,5620,64,10,-3.04,AODE-bin3u,0.920521
100it,3p,AODELd,AODE,local,page-blocks,0.959132,0.005631,95.91,true,5473,10,5,0.64,AODE-mdlp3,0.952739
100it,3p,AODELd,AODE,local,pendigits,0.830514,0.009864,83.05,false,10992,16,10,-8.95,AODE-bin3q,0.920003
100it,3p,AODELd,AODE,local,segment,0.809091,0.018113,80.91,false,2310,19,7,-8.5,AODE-bin3q,0.894084
100it,3p,AODELd,AODE,local,sonar,0.739252,0.064337,73.93,false,208,60,2,-7.49,AODE-bin3q,0.814144
100it,3p,AODELd,AODE,local,spambase,0.901905,0.008811,90.19,false,4601,57,2,-0.23,AODE-mdlp3,0.904224
100it,3p,AODELd,AODE,local,vehicle,0.641869,0.024704,64.19,false,846,18,4,-3.86,AODE-bin3q,0.680509
100it,3p,AODELd,AODE,local,waveform-5000,0.797199,0.010467,79.72,false,5000,40,3,-1.11,AODE-mdlp3,0.808266
100it,3p,AODELd,AODE,local,wine,0.986822,0.014588,98.68,false,178,13,3,-0.01,AODE-mdlp3,0.986931
100it,3p,KDB,KDB,base,adult,0.852439,0.002801,85.24,true,45222,14,2,,,
100it,3p,KDB,KDB,base,balance-scale,0.823429,0.023637,82.34,true,625,4,3,,,
100it,3p,KDB,KDB,base,breast-w,0.965343,0.015745,96.53,false,683,9,2,,,
100it,3p,KDB,KDB,base,diabetes,0.754328,0.022182,75.43,false,768,8,2,,,
100it,3p,KDB,KDB,base,ecoli,0.812404,0.039085,81.24,false,336,7,8,,,
100it,3p,KDB,KDB,base,glass,0.694746,0.068804,69.47,true,214,9,6,,,
100it,3p,KDB,KDB,base,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
100it,3p,KDB,KDB,base,heart-statlog,0.81358,0.061605,81.36,true,270,13,2,,,
100it,3p,KDB,KDB,base,ionosphere,0.929792,0.020168,92.98,true,351,34,2,,,
100it,3p,KDB,KDB,base,iris,0.955556,0.043033,95.56,true,150,4,3,,,
100it,3p,KDB,KDB,base,kdd_JapaneseVowels,0.849949,0.009823,84.99,true,9961,14,9,,,
100it,3p,KDB,KDB,base,letter,0.737582,0.00807,73.76,true,20000,16,26,,,
100it,3p,KDB,KDB,base,liver-disorders,0.657005,0.044389,65.7,true,345,6,2,,,
100it,3p,KDB,KDB,base,mfeat-factors,0.959,0.009103,95.9,true,2000,216,10,,,
100it,3p,KDB,KDB,base,mfeat-fourier,0.787,0.018832,78.7,false,2000,76,10,,,
100it,3p,KDB,KDB,base,mfeat-karhunen,0.92,0.010774,92,true,2000,64,10,,,
100it,3p,KDB,KDB,base,mfeat-morphological,0.650667,0.019283,65.07,true,2000,6,10,,,
100it,3p,KDB,KDB,base,mfeat-zernike,0.758167,0.014438,75.82,true,2000,47,10,,,
100it,3p,KDB,KDB,base,optdigits,0.964531,0.004779,96.45,true,5620,64,10,,,
100it,3p,KDB,KDB,base,page-blocks,0.960776,0.005556,96.08,false,5473,10,5,,,
100it,3p,KDB,KDB,base,pendigits,0.939441,0.003414,93.94,true,10992,16,10,,,
100it,3p,KDB,KDB,base,segment,0.91645,0.008214,91.65,true,2310,19,7,,,
100it,3p,KDB,KDB,base,sonar,0.775581,0.065654,77.56,true,208,60,2,,,
100it,3p,KDB,KDB,base,spambase,0.932333,0.006552,93.23,false,4601,57,2,,,
100it,3p,KDB,KDB,base,vehicle,0.680861,0.025675,68.09,true,846,18,4,,,
100it,3p,KDB,KDB,base,waveform-5000,0.810066,0.01463,81.01,false,5000,40,3,,,
100it,3p,KDB,KDB,base,wine,0.975714,0.033103,97.57,false,178,13,3,,,
100it,3p,TAN-bin3u,TAN,equal_width,adult,0.854569,0.002962,85.46,true,45222,14,2,,,
100it,3p,TAN-bin3u,TAN,equal_width,balance-scale,0.788147,0.034779,78.81,false,625,4,3,,,
100it,3p,TAN-bin3u,TAN,equal_width,breast-w,0.947288,0.013878,94.73,false,683,9,2,,,
100it,3p,TAN-bin3u,TAN,equal_width,diabetes,0.73135,0.033442,73.13,false,768,8,2,,,
